,ace,winner,double_fault,unf_err,break_pt_won,break_pt_missed,net_pt,net_pt_won,win1_mean,win2_mean
70,0,0,0,-1,0,0,0,0,0.4,0.6
71,1,1,0,0,0,0,0,0,0.6,0.4
72,0,0,0,-1,0,0,0,0,0.4,0.6
73,0,0,0,-1,0,0,0,0,0.2,0.8
74,0,0,0,0,-1,0,0,0,0.2,0.8
75,0,0,0,0,0,0,0,0,0.2,0.8
76,0,0,0,0,0,0,0,0,0.0,1.0
77,0,-1,0,0,0,0,0,0,0.0,1.0
78,0,0,0,-1,0,0,0,0,0.0,1.0
79,0,0,0,0,0,0,0,0,0.0,1.0
80,0,0,0,0,0,0,0,0,0.2,0.8
81,1,1,0,0,0,0,0,0,0.4,0.6
82,0,0,0,0,0,0,0,0,0.4,0.6
83,0,-1,0,0,0,0,-1,-1,0.4,0.6
84,0,0,0,1,0,0,0,0,0.6,0.4
85,0,0,0,1,0,0,0,0,0.6,0.4
86,0,0,0,0,0,0,0,0,0.6,0.4
87,0,-1,0,0,0,0,0,0,0.6,0.4
88,0,0,0,0,0,0,-1,-1,0.6,0.4
89,0,1,0,0,0,0,-1,0,0.6,0.4
90,0,0,0,1,0,0,0,0,0.6,0.4
91,0,0,0,1,0,0,0,0,0.6,0.4
92,0,0,0,0,0,0,-1,-1,0.6,0.4
93,0,0,0,0,0,0,0,0,0.8,0.2
94,0,0,0,0,0,0,-1,-1,0.6,0.4
95,0,0,0,0,0,0,0,0,0.4,0.6
96,0,-1,0,0,0,0,-1,-1,0.2,0.8
97,0,0,0,0,0,0,0,0,0.2,0.8
98,0,0,0,0,0,0,0,0,0.2,0.8
99,0,0,0,-1,0,0,0,0,0.2,0.8
100,0,0,0,0,0,0,0,0,0.4,0.6
101,0,0,0,0,0,0,0,0,0.6,0.4
102,0,-1,0,0,0,0,0,0,0.6,0.4
103,0,1,0,0,0,0,1,1,0.6,0.4
104,0,1,0,0,0,0,0,0,0.8,0.2
105,0,0,0,1,0,0,0,0,0.8,0.2
106,0,0,0,-1,0,0,0,0,0.6,0.4
107,0,0,0,-1,0,0,0,0,0.6,0.4
108,0,-1,0,0,0,0,-1,-1,0.4,0.6
109,0,0,0,0,0,0,0,0,0.4,0.6
110,0,0,0,1,0,0,-1,0,0.4,0.6
111,0,0,0,1,0,0,0,0,0.6,0.4
112,0,0,0,0,0,0,0,0,0.6,0.4
113,0,-1,0,0,0,0,-1,-1,0.6,0.4
114,0,0,0,1,0,0,-1,0,0.6,0.4
115,0,0,0,0,0,0,-1,0,0.6,0.4
116,0,0,0,1,1,0,0,0,0.6,0.4
117,0,0,0,0,0,0,0,0,0.8,0.2
118,0,0,0,0,0,0,0,0,1.0,0.0
119,0,0,0,1,0,0,-1,0,1.0,0.0
120,0,1,0,0,0,0,0,0,1.0,0.0
121,0,0,0,0,0,0,0,0,1.0,0.0
122,-1,-1,0,0,0,0,0,0,0.8,0.2
123,0,0,0,0,0,0,0,0,0.6,0.4
124,-1,-1,0,0,0,0,0,0,0.4,0.6
125,0,0,0,0,0,0,0,0,0.2,0.8
126,0,0,0,0,0,0,0,0,0.2,0.8
127,0,0,0,0,0,0,0,0,0.2,0.8
128,0,0,0,1,0,0,0,0,0.4,0.6
129,0,0,0,0,0,0,0,0,0.6,0.4
130,0,0,0,0,0,0,0,0,0.6,0.4
131,0,0,0,0,0,0,0,0,0.6,0.4
132,-1,-1,0,0,0,0,0,0,0.6,0.4
133,0,0,0,0,0,0,0,0,0.4,0.6
134,0,0,0,1,0,0,0,0,0.4,0.6
135,0,0,0,0,0,0,0,0,0.4,0.6
136,0,0,0,0,0,0,0,0,0.2,0.8
137,1,1,0,0,0,0,0,0,0.4,0.6
138,0,0,0,0,0,0,0,0,0.6,0.4
139,0,0,0,0,0,0,0,0,0.6,0.4
140,0,0,0,0,0,0,-1,0,0.8,0.2
141,0,0,0,0,0,0,0,0,0.8,0.2
142,0,0,0,0,0,0,0,0,0.8,0.2
143,0,0,0,0,0,0,0,0,0.8,0.2
144,0,-1,0,0,0,0,0,0,0.6,0.4
145,-1,-1,0,0,0,0,0,0,0.4,0.6
146,0,0,0,0,0,0,1,1,0.6,0.4
147,0,0,0,0,0,0,0,0,0.6,0.4
148,0,0,0,0,0,0,0,0,0.4,0.6
149,0,0,0,-1,0,0,0,0,0.4,0.6
150,0,1,0,0,0,0,-1,0,0.6,0.4
151,0,1,0,0,0,0,1,1,0.6,0.4
152,0,0,0,0,0,0,-1,-1,0.4,0.6
153,0,0,0,0,0,0,0,0,0.4,0.6
154,0,0,0,0,0,0,0,0,0.4,0.6
155,0,0,0,1,0,0,0,0,0.4,0.6
156,0,0,0,0,0,0,-1,-1,0.2,0.8
157,0,0,0,0,0,0,0,0,0.4,0.6
158,0,0,-1,-1,0,0,0,0,0.4,0.6
159,0,0,0,0,0,0,0,0,0.6,0.4
160,0,0,0,0,0,0,0,0,0.6,0.4
161,0,0,0,0,0,0,1,1,0.8,0.2
162,0,0,0,0,0,0,-1,-1,0.6,0.4
163,0,-1,0,0,0,0,0,0,0.6,0.4
164,0,0,0,0,0,0,0,0,0.6,0.4
165,0,0,0,1,0,0,-1,0,0.6,0.4
166,0,-1,0,0,0,0,-1,-1,0.4,0.6
167,0,0,0,1,0,0,0,0,0.6,0.4
168,0,0,0,0,0,0,0,0,0.6,0.4
169,0,-1,0,0,0,0,0,0,0.4,0.6
170,0,0,1,1,0,0,0,0,0.4,0.6
171,0,0,0,0,0,0,0,0,0.4,0.6
172,0,-1,0,0,0,0,-1,-1,0.2,0.8
173,0,1,0,0,0,0,0,0,0.4,0.6
174,0,1,0,0,0,0,0,0,0.6,0.4
175,0,-1,0,0,0,0,0,0,0.4,0.6
176,0,0,0,-1,0,0,0,0,0.4,0.6
177,0,0,0,1,0,0,0,0,0.6,0.4
178,1,1,0,0,0,0,0,0,0.6,0.4
179,0,0,0,1,0,0,-1,0,0.6,0.4
180,0,1,0,0,0,0,-1,0,0.8,0.2
181,0,0,0,-1,0,0,0,0,0.8,0.2
182,0,0,0,1,0,0,0,0,0.8,0.2
183,0,0,0,0,1,0,0,0,0.8,0.2
184,1,1,0,0,0,0,0,0,0.8,0.2
185,0,1,0,0,0,0,0,0,0.8,0.2
186,0,0,0,1,0,0,0,0,1.0,0.0
187,0,0,-1,-1,0,0,0,0,0.8,0.2
188,1,1,0,0,0,0,0,0,0.8,0.2
189,0,0,0,1,0,0,0,0,0.8,0.2
190,0,-1,0,0,0,0,0,0,0.6,0.4
191,0,0,0,0,0,0,0,0,0.4,0.6
192,0,0,0,0,0,0,1,1,0.6,0.4
193,0,-1,0,0,0,0,0,0,0.4,0.6
194,0,0,0,0,0,0,-1,-1,0.2,0.8
195,0,1,0,0,0,0,0,0,0.4,0.6
196,0,0,0,0,0,0,0,0,0.6,0.4
197,0,0,0,1,0,0,0,0,0.6,0.4
198,1,1,0,0,0,0,0,0,0.8,0.2
199,0,0,0,0,0,0,0,0,0.8,0.2
200,0,0,0,1,0,0,0,0,0.8,0.2
201,0,0,0,0,0,0,-1,-1,0.6,0.4
202,0,1,0,0,0,0,0,0,0.6,0.4
203,0,0,0,1,0,0,0,0,0.6,0.4
204,-1,-1,0,0,0,0,0,0,0.6,0.4
205,-1,-1,0,0,0,0,0,0,0.4,0.6
206,-1,-1,0,0,0,0,0,0,0.4,0.6
207,0,0,0,0,0,0,0,0,0.4,0.6
208,0,1,0,0,0,0,1,1,0.4,0.6
209,0,0,0,1,0,0,0,0,0.6,0.4
210,0,0,0,-1,0,0,1,0,0.6,0.4
211,0,0,0,0,0,0,0,0,0.8,0.2
212,0,0,0,1,0,0,-1,0,0.8,0.2
213,0,0,0,0,0,0,0,0,0.6,0.4
214,0,0,0,0,0,0,0,0,0.4,0.6
215,0,0,0,0,0,0,-1,-1,0.4,0.6
216,0,-1,0,0,0,0,0,0,0.2,0.8
217,0,0,0,0,0,0,0,0,0.2,0.8
218,0,0,-1,-1,0,0,0,0,0.2,0.8
219,0,0,0,-1,0,0,0,0,0.2,0.8
220,0,0,0,0,0,0,0,0,0.4,0.6
221,0,0,-1,-1,0,0,0,0,0.4,0.6
222,0,0,0,0,-1,0,0,0,0.2,0.8
223,0,0,0,0,0,0,-1,-1,0.2,0.8
224,0,0,0,0,0,0,0,0,0.4,0.6
225,0,0,0,0,0,0,-1,-1,0.2,0.8
226,0,-1,0,0,0,0,-1,-1,0.2,0.8
227,0,1,0,0,0,0,1,1,0.4,0.6
228,0,0,0,1,0,0,0,0,0.6,0.4
229,0,0,0,0,0,0,0,0,0.6,0.4
230,0,-1,0,0,0,0,-1,-1,0.6,0.4
231,0,0,0,0,0,0,-1,-1,0.6,0.4
232,0,1,0,0,0,0,-1,0,0.6,0.4
233,0,-1,0,0,0,0,0,0,0.4,0.6
234,0,1,0,0,0,0,-1,0,0.4,0.6
235,0,0,0,1,0,0,-1,0,0.6,0.4
236,-1,-1,0,0,0,0,0,0,0.6,0.4
237,0,-1,0,0,0,0,-1,-1,0.4,0.6
238,0,0,0,0,0,0,0,0,0.6,0.4
239,0,0,0,0,0,0,0,0,0.4,0.6
240,0,0,0,0,0,0,0,0,0.2,0.8
241,0,0,0,0,0,0,0,0,0.4,0.6
242,0,0,0,-1,0,0,0,0,0.4,0.6
243,0,0,-1,-1,0,0,0,0,0.2,0.8
244,0,0,0,0,0,0,0,0,0.2,0.8
245,0,0,0,0,0,0,0,0,0.4,0.6
246,0,0,0,0,0,0,1,1,0.4,0.6
247,0,1,0,0,0,0,1,1,0.6,0.4
248,0,0,0,1,0,0,0,0,0.8,0.2
249,0,0,0,0,0,0,0,0,0.8,0.2
250,0,0,0,1,0,0,0,0,0.8,0.2
251,0,-1,0,0,0,0,-1,-1,0.6,0.4
252,0,-1,0,0,0,0,0,0,0.4,0.6
253,0,0,0,1,0,0,0,0,0.4,0.6
254,0,0,0,1,0,0,0,0,0.6,0.4
255,0,0,0,-1,0,0,0,0,0.4,0.6
256,-1,-1,0,0,0,0,0,0,0.4,0.6
257,0,0,-1,-1,0,0,0,0,0.4,0.6
258,0,0,0,1,0,0,0,0,0.4,0.6
259,0,0,0,0,0,0,0,0,0.4,0.6
260,0,0,0,0,0,0,1,1,0.6,0.4
261,1,1,0,0,0,0,0,0,0.8,0.2
262,0,0,0,0,0,0,0,0,1.0,0.0
263,0,0,1,1,0,0,0,0,1.0,0.0
264,0,0,0,0,0,0,0,0,0.8,0.2
265,0,0,0,0,0,0,-1,0,0.8,0.2
266,0,-1,0,0,0,0,0,0,0.6,0.4
267,0,0,0,1,1,0,-1,0,0.6,0.4
268,0,0,0,0,0,0,0,0,0.6,0.4
269,0,1,0,0,0,0,0,0,0.8,0.2
270,0,0,-1,-1,0,0,0,0,0.6,0.4
271,0,0,0,0,0,0,0,0,0.8,0.2
272,0,0,0,0,0,0,0,0,0.8,0.2
273,0,0,0,0,0,0,0,0,0.6,0.4
274,0,0,0,1,0,0,0,0,0.6,0.4
275,-1,-1,0,0,0,0,0,0,0.6,0.4
276,0,-1,0,0,0,0,-1,-1,0.4,0.6
277,0,0,0,-1,0,0,1,0,0.2,0.8
278,0,1,0,0,0,0,0,0,0.4,0.6
279,0,0,0,1,0,0,0,0,0.4,0.6
280,0,0,0,-1,0,0,0,0,0.4,0.6
281,0,1,0,0,0,0,1,1,0.6,0.4
282,0,0,0,0,0,0,1,0,0.6,0.4
283,0,0,0,0,0,0,0,0,0.4,0.6
284,0,1,0,0,0,0,0,0,0.4,0.6
285,0,0,0,0,0,0,0,0,0.6,0.4
286,0,0,0,0,0,0,0,0,0.4,0.6
287,0,0,0,0,0,0,1,1,0.6,0.4
288,0,-1,0,0,0,0,-1,-1,0.6,0.4
289,0,0,0,0,0,0,0,0,0.6,0.4
290,0,0,0,1,0,0,-1,0,0.6,0.4
291,0,1,0,0,1,0,0,0,0.8,0.2
292,0,0,0,-1,0,0,0,0,0.6,0.4
293,0,0,0,0,0,0,1,1,0.8,0.2
294,0,1,0,0,0,0,-1,0,0.8,0.2
295,0,0,0,0,0,0,1,0,0.6,0.4
296,0,-1,0,0,0,0,0,0,0.4,0.6
297,0,0,0,0,0,0,0,0,0.6,0.4
298,0,0,0,0,0,0,0,0,0.6,0.4
299,0,0,0,0,0,0,0,0,0.6,0.4
300,0,0,0,1,0,0,0,0,,
301,0,0,0,0,0,0,0,0,,
302,0,0,0,0,0,0,0,0,,
303,0,0,0,0,0,0,0,0,,
304,0,0,1,1,0,0,0,0,,
305,0,0,0,0,0,0,0,0,0.4,0.6
306,0,0,0,0,0,0,0,0,0.4,0.6
307,0,0,0,0,0,0,0,0,0.6,0.4
308,0,0,0,0,0,0,0,0,0.4,0.6
309,0,0,0,0,0,0,1,1,0.4,0.6
310,-1,-1,0,0,0,0,0,0,0.4,0.6
311,0,0,0,-1,0,0,0,0,0.4,0.6
312,0,1,0,0,0,0,1,1,0.4,0.6
313,0,0,0,0,0,0,0,0,0.6,0.4
314,0,1,0,0,0,0,0,0,0.6,0.4
315,0,0,0,0,0,0,0,0,0.8,0.2
316,0,0,0,0,0,0,0,0,0.8,0.2
317,0,0,0,1,0,0,0,0,0.8,0.2
318,0,-1,0,0,0,0,0,0,0.6,0.4
319,0,0,0,0,0,0,0,0,0.4,0.6
320,0,0,0,0,0,0,0,0,0.2,0.8
321,0,0,0,0,0,0,1,1,0.4,0.6
322,0,1,0,0,0,0,0,0,0.4,0.6
323,0,0,0,-1,0,0,0,0,0.4,0.6
324,0,0,0,1,0,0,0,0,0.6,0.4
325,0,0,0,0,0,0,0,0,0.8,0.2
326,0,0,0,0,0,0,0,0,0.6,0.4
327,0,0,0,0,0,0,0,0,0.4,0.6
328,0,0,0,1,0,0,0,0,0.6,0.4
329,-1,-1,0,0,0,0,0,0,0.4,0.6
330,0,0,0,0,0,0,0,0,0.2,0.8
331,0,1,0,0,0,0,0,0,0.4,0.6
332,0,0,0,0,0,0,0,0,0.4,0.6
333,0,0,0,0,0,0,0,0,0.4,0.6
334,0,0,0,0,0,0,0,0,0.6,0.4
335,0,0,0,0,0,0,1,1,0.8,0.2
336,0,0,0,0,0,0,0,0,0.6,0.4
337,-1,-1,0,0,0,0,0,0,0.6,0.4
338,0,0,0,0,0,0,0,0,0.4,0.6
339,-1,-1,0,0,0,0,0,0,0.2,0.8
340,0,0,0,-1,0,0,0,0,0.0,1.0
341,0,0,0,0,0,0,0,0,0.2,0.8
342,0,0,0,-1,0,0,0,0,0.2,0.8
343,0,0,0,-1,0,0,0,0,0.2,0.8
344,0,0,0,-1,-1,0,0,0,0.2,0.8
345,0,0,0,1,0,0,0,0,0.4,0.6
346,0,0,0,0,0,0,0,0,0.2,0.8
347,0,0,0,1,0,0,0,0,0.4,0.6
348,0,0,0,0,0,0,0,0,0.4,0.6
349,0,0,0,0,0,0,0,0,0.4,0.6
350,0,0,0,0,0,0,-1,-1,0.2,0.8
351,0,1,0,0,0,0,0,0,0.4,0.6
352,0,0,0,0,0,0,1,1,0.4,0.6
353,0,1,0,0,0,0,1,1,0.6,0.4
354,0,1,0,0,0,0,0,0,0.8,0.2
355,0,-1,0,0,0,0,-1,-1,0.8,0.2
356,0,-1,0,0,0,0,-1,-1,0.6,0.4
357,0,0,1,1,0,0,0,0,0.6,0.4
358,0,0,0,-1,0,0,0,0,0.4,0.6
359,-1,-1,0,0,0,0,0,0,0.2,0.8
360,0,0,0,0,0,0,0,0,0.4,0.6
361,1,1,0,0,0,0,0,0,0.6,0.4
362,1,1,0,0,0,0,0,0,0.6,0.4
363,1,1,0,0,0,0,0,0,0.8,0.2
364,-1,-1,0,0,0,0,0,0,0.8,0.2
365,0,-1,0,0,0,0,0,0,0.6,0.4
366,0,0,0,-1,0,0,0,0,0.4,0.6
367,0,0,0,0,0,0,0,0,0.2,0.8
368,0,1,0,0,0,0,1,1,0.2,0.8
369,0,1,0,0,0,0,1,1,0.4,0.6
370,0,0,0,1,0,0,0,0,0.6,0.4
371,0,0,0,0,0,0,0,0,0.8,0.2
372,0,0,0,1,0,0,0,0,1.0,0.0
373,0,-1,0,0,0,0,-1,-1,0.8,0.2
374,0,-1,0,0,0,0,0,0,0.6,0.4
375,-1,-1,0,0,0,0,0,0,0.4,0.6
376,0,0,0,0,0,0,0,0,0.2,0.8
377,0,1,0,0,0,0,1,1,0.2,0.8
378,0,1,0,0,0,0,0,0,0.4,0.6
379,0,0,0,0,0,0,0,0,0.6,0.4
380,0,0,0,1,0,0,0,0,0.8,0.2
381,0,-1,0,0,0,0,0,0,0.8,0.2
382,0,0,0,0,0,0,0,0,0.8,0.2
383,0,-1,0,0,0,0,1,0,0.6,0.4
384,0,-1,0,0,0,0,-1,-1,0.4,0.6
385,0,0,0,1,0,0,0,0,0.4,0.6
386,0,0,0,-1,0,0,0,0,0.4,0.6
387,0,0,0,0,0,0,0,0,0.4,0.6
388,0,0,-1,-1,0,0,0,0,0.4,0.6
389,0,1,0,0,0,0,0,0,0.6,0.4
390,0,-1,0,0,0,0,1,0,0.4,0.6
391,0,0,0,0,0,0,0,0,0.6,0.4
392,1,1,0,0,0,0,0,0,0.6,0.4
393,0,-1,0,0,0,0,0,0,0.6,0.4
394,0,-1,0,0,0,0,-1,-1,0.4,0.6
395,0,1,0,0,0,0,0,0,0.6,0.4
396,0,0,0,0,0,0,0,0,0.4,0.6
397,0,-1,0,0,0,0,0,0,0.2,0.8
398,0,0,0,1,0,0,1,1,0.4,0.6
399,0,1,0,0,0,0,0,0,0.6,0.4
400,0,1,0,0,0,0,0,0,0.6,0.4
401,0,0,0,0,0,0,0,0,0.8,0.2
402,0,0,0,0,0,0,-1,-1,0.8,0.2
403,0,0,0,1,0,0,0,0,0.8,0.2
404,0,0,0,-1,0,0,0,0,0.6,0.4
405,0,0,0,-1,0,0,0,0,0.4,0.6
406,0,-1,0,0,0,0,-1,-1,0.2,0.8
407,0,1,0,0,0,0,1,1,0.4,0.6
408,0,0,0,0,0,0,0,0,0.2,0.8
409,0,0,0,0,0,0,0,0,0.2,0.8
410,0,0,0,0,0,0,0,0,0.2,0.8
411,1,1,0,0,0,0,0,0,0.4,0.6
412,-1,-1,0,0,0,0,0,0,0.2,0.8
413,0,0,0,0,0,0,0,0,0.2,0.8
414,0,0,0,0,0,0,1,1,0.4,0.6
415,0,0,0,0,0,0,0,0,0.6,0.4
416,0,0,0,0,0,0,-1,-1,0.4,0.6
417,-1,-1,0,0,0,0,0,0,0.4,0.6
418,0,0,0,0,0,0,0,0,0.4,0.6
419,0,0,0,-1,0,0,0,0,0.2,0.8
420,0,0,0,0,0,0,-1,-1,0.0,1.0
421,0,1,0,0,0,0,1,1,0.2,0.8
422,0,0,0,0,0,0,0,0,0.4,0.6
423,0,0,0,0,0,0,0,0,0.4,0.6
424,0,0,0,-1,0,0,0,0,0.4,0.6
425,1,1,0,0,0,0,0,0,0.6,0.4
426,1,1,0,0,0,0,0,0,0.6,0.4
427,0,1,0,0,0,0,1,1,0.6,0.4
428,0,0,0,0,0,0,0,0,0.8,0.2
429,0,0,0,1,0,0,0,0,1.0,0.0
430,0,0,0,1,0,0,-1,0,1.0,0.0
431,-1,-1,0,0,0,0,0,0,0.8,0.2
432,0,0,0,-1,0,0,0,0,0.6,0.4
433,0,0,0,-1,0,0,0,0,0.4,0.6
434,0,-1,0,0,0,0,0,0,0.2,0.8
435,0,0,0,0,0,0,0,0,0.2,0.8
436,0,-1,0,0,0,0,-1,-1,0.2,0.8
437,1,1,0,0,0,0,0,0,0.4,0.6
438,0,0,0,0,0,0,1,1,0.6,0.4
439,0,0,0,0,0,0,0,0,0.8,0.2
440,0,0,0,0,0,0,1,0,0.6,0.4
441,0,0,0,-1,0,0,0,0,0.6,0.4
442,0,1,0,0,0,0,1,1,0.6,0.4
443,0,0,0,0,0,0,0,0,0.4,0.6
444,0,0,0,0,0,0,0,0,0.2,0.8
445,1,1,0,0,0,0,0,0,0.4,0.6
446,1,1,0,0,0,0,0,0,0.6,0.4
447,0,0,0,0,0,0,1,1,0.6,0.4
448,0,0,0,0,0,0,1,1,0.8,0.2
449,0,0,0,1,0,0,-1,0,1.0,0.0
450,0,0,0,0,0,0,0,0,0.8,0.2
451,-1,-1,0,0,0,0,0,0,0.6,0.4
452,-1,-1,0,0,0,0,0,0,0.4,0.6
453,0,0,0,1,0,0,0,0,0.4,0.6
454,0,0,0,0,0,0,0,0,0.4,0.6
455,0,0,0,0,0,0,0,0,0.4,0.6
456,-1,-1,0,0,0,0,0,0,0.4,0.6
457,0,0,0,0,0,0,1,0,0.4,0.6
458,0,0,0,-1,0,0,0,0,0.2,0.8
459,0,0,0,-1,0,0,1,0,0.0,1.0
460,0,0,0,0,0,0,0,0,0.2,0.8
461,0,0,0,1,0,0,0,0,0.4,0.6
462,0,0,0,0,0,0,0,0,0.6,0.4
463,0,-1,0,0,0,0,1,0,0.6,0.4
464,0,0,0,0,0,0,1,1,0.8,0.2
465,0,0,0,0,0,0,0,0,0.8,0.2
466,0,0,0,0,0,0,0,0,0.8,0.2
467,0,0,0,1,0,0,0,0,0.8,0.2
468,0,0,0,0,0,0,0,0,0.8,0.2
469,0,0,0,0,0,0,0,0,0.6,0.4
470,0,-1,0,0,0,0,0,0,0.4,0.6
471,0,1,0,0,0,0,0,0,0.4,0.6
472,0,0,0,1,0,0,1,1,0.4,0.6
473,0,0,0,0,0,0,-1,-1,0.4,0.6
474,0,-1,0,0,0,0,1,0,0.4,0.6
475,0,0,0,0,0,0,0,0,0.6,0.4
476,0,1,0,0,0,0,0,0,0.6,0.4
477,0,0,0,0,0,0,0,0,0.6,0.4
478,0,0,0,0,0,0,0,0,0.8,0.2
479,0,-1,0,0,0,0,-1,-1,0.8,0.2
480,0,0,0,0,0,0,1,0,0.6,0.4
481,0,0,0,0,0,0,0,0,0.6,0.4
482,-1,-1,0,0,0,0,0,0,0.4,0.6
483,0,0,0,-1,0,0,1,0,0.2,0.8
484,0,0,0,0,0,0,1,1,0.4,0.6
485,1,1,0,0,0,0,0,0,0.6,0.4
486,0,0,0,0,0,0,1,0,0.4,0.6
487,0,0,0,0,0,0,0,0,0.6,0.4
488,0,0,0,0,0,0,0,0,0.8,0.2
489,0,1,0,0,0,0,0,0,0.8,0.2
490,0,0,0,-1,0,0,0,0,0.6,0.4
491,0,0,0,-1,0,0,1,0,0.6,0.4
492,0,0,1,1,0,0,0,0,0.6,0.4
493,0,0,0,0,0,0,0,0,0.4,0.6
494,0,0,0,0,0,0,0,0,0.4,0.6
495,0,0,0,-1,0,0,0,0,0.4,0.6
496,0,-1,0,0,0,0,0,0,0.4,0.6
497,0,0,0,0,0,0,0,0,0.2,0.8
498,1,1,0,0,0,0,0,0,0.4,0.6
499,0,0,0,0,0,0,1,1,0.4,0.6
500,-1,-1,0,0,0,0,0,0,0.4,0.6
501,0,0,0,1,0,0,0,0,,
502,0,0,0,0,0,0,0,0,,
503,0,0,0,-1,0,0,0,0,,
504,0,0,0,0,0,0,0,0,,
505,-1,-1,0,0,0,0,0,0,,
506,0,0,0,0,0,0,0,0,0.2,0.8
507,0,0,0,0,0,0,0,0,0.4,0.6
508,0,0,0,0,0,0,0,0,0.6,0.4
509,0,1,0,0,0,0,0,0,0.8,0.2
510,0,0,0,0,0,0,0,0,0.8,0.2
511,0,-1,0,0,0,0,-1,-1,0.6,0.4
512,0,0,1,1,0,0,0,0,0.6,0.4
513,0,0,1,1,0,0,0,0,0.6,0.4
514,0,0,0,0,0,0,0,0,0.4,0.6
515,0,0,0,0,0,0,1,1,0.6,0.4
516,0,0,0,0,0,0,-1,-1,0.6,0.4
517,0,0,0,0,0,0,0,0,0.4,0.6
518,0,0,0,0,0,0,0,0,0.4,0.6
519,0,0,0,0,0,0,0,0,0.6,0.4
520,0,0,0,0,0,0,0,0,0.6,0.4
521,0,-1,0,0,0,0,1,0,0.6,0.4
522,0,0,0,0,0,0,0,0,0.8,0.2
523,0,-1,0,0,0,0,0,0,0.6,0.4
524,-1,-1,0,0,0,0,0,0,0.4,0.6
525,0,-1,0,0,0,0,0,0,0.2,0.8
